ScenarioID;Scenario;ThreatID;ThreatName;ThreatDescription;VulnID;VulnerabilityName;VulnDescription
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V7;Data stored in unencrypted format on network drives or remote locations;Sensitve/corporate data processed/stored within the location is not encrypted (e.g. on network drives, remote locations) to protect against unauthorized access
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V8;Lack of audit trails and logging mechanisms;Systems processing/classifying/safeguarding classified/sensitive corporate data are not configured with adequate audit trails and logging mechanisms to detect unauthorized access
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V9;Unauthorized use of system resources by third parties;Systems processing/classifying/safeguarding classified/sensitive corporate data are not protected from unauthorized use by third parties (e.g. contractors, vendors)
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V10;Inadequate physical security for sensitive equipment;Sensitive/equipment processing/classifying/safeguarding classified/sensitive corporate data is not physically secured (e.g. no locks, alarms)
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V11;Lack of proper disposal procedures for sensitive media;Proper disposal procedures are not in place for media containing classified/sensitive corporate data (e.g. hard drives, tapes)
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V12;Inadequate software patch management;Lack of a robust process to manage and apply security patches for systems processing/classifying/safeguarding classified/sensitive corporate data
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V13;Inadequate monitoring of system logs;System logs are not monitored regularly to detect unauthorized access or suspicious activity (e.g. lack of log management tools, untrained personnel)
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V14;Inadequate physical security for network infrastructure;Network infrastructure processing/classifying/safeguarding classified/sensitive corporate data is not physically secured (e.g. no locks, alarms)
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V15;Lack of secure communication protocols;Systems processing/classifying/safeguarding classified/sensitive corporate data are not configured to use secure communication protocols (e.g. TLS, HTTPS)
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V16;Inadequate personnel training and awareness programs;Personnel handling/classifying/safeguarding classified/sensitive corporate data are not adequately trained on security policies and procedures
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V17;Inadequate physical security for data entry points;Data entry points (e.g. keyboard, mouse) for systems processing/classifying/safeguarding classified/sensitive corporate data are not physically secured
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V18;Inadequate physical security for data exit points;Data exit points (e.g. printers, scanners) for systems processing/classifying/safeguarding classified/sensitive corporate data are not physically secured
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V19;Inadequate physical security for network devices;Network devices (e.g. switches, routers) processing/classifying/safeguarding classified/sensitive corporate data are not physically secured
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;nan;nan;nan;V20;Inadequate physical security for server rooms and data centers;Server rooms and data centers processing/classifying/safeguarding classified/sensitive corporate data are not physically secured
S118;There are several locations where classified data is processed but only the main one has a security organization;T16;Fire;Fire in the premises where the systems and/or storage media are located;V26;Inadequate fire protection;Lack of a specific fire protection system to safeguard the system and the data contained within it (e.g. fireproof safes and automatic shutdown system)
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;nan;nan;nan;V3;Inadequate password management;"Lack of a formal process for the creation, storage, and protection of passwords; reuse of user passwords or inadequate password complexity"
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;nan;nan;nan;V6;Inadequate physical security controls;The system is not protected from unauthorized physical access (e.g. unsecured doors, windows, and servers)
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;nan;nan;nan;V9;Inadequate data backup procedures;"Lack of a formal process for backing up critical data; data backups are not stored in a secure location or are left unencrypted"
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;nan;nan;nan;V12;Inadequate log management and monitoring;Lack of logging for security events, inadequate review of logs, or no access controls to monitor and analyze system activities
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;nan;nan;nan;V15;Use of unapproved software;The use of unauthorized applications, tools, or code that could potentially compromise the security of the system
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;nan;nan;nan;V20;Insufficient user training and awareness;Employees are not adequately trained on security policies, procedures, and safe computing practices
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;nan;nan;nan;V23;Inadequate network segmentation;Lack of proper network segmentation to limit the spread of malicious activities or data breaches
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;nan;nan;nan;V26;Insufficient information surveillance;Unmonitored data, available on video, on printouts, on magnetic media, accessible by unauthorized personnel
S120;In case of emergency, the staff immediately abandons their positions and leaves the documents where they are to get to safety as soon as possible.;T16;Fire;Fire in the premises where the systems and/or storage media are located;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S120;In case of emergency, the staff immediately abandons their positions and leaves the documents where they are to get to safety as soon as possible.;T16;Fire;Fire in the premises where the systems and/or storage media are located;V34;System not protected from lightning;There are no lightning rods in the infrastructure
S121;In case of emergency, within the limits of personal safety, users must block access to the PC and must lock the documents in their respective cabinets or security containers or take out as many as possible, monitoring them and delivering them to the Security Manager who will carry out the reporting and move them to another suitable location of the company or deliver them to the nearest Carabinieri Station.;nan;nan;nan;V12;Emergency procedures not documented and communicated;Lack of a document that provides instructions on the actions to be taken in case of emergency, which are not known by all users
S121;In case of emergency, within the limits of personal safety, users must block access to the PC and must lock the documents in their respective cabinets or security containers or take out as many as possible, monitoring them and delivering them to the Security Manager who will carry out the reporting and move them to another suitable location of the company or deliver them to the nearest Carabinieri Station.;nan;nan;nan;V13;Emergency evacuation procedures not practiced regularly;Users and staff have not undergone regular training on how to handle an emergency situation in the workplace
S122;The headquarters is protected by a video surveillance system;nan;nan;nan;V25;Insufficient information surveillance;Unmonitored data, available on video, on printouts, on magnetic media, accessible by unauthorized personnel
S123;There are armed guards present;nan;nan;nan;;;
S124;The external perimeter is protected by a net;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S125;There is a fire prevention system;T16;Fire;Fire in the premises where the systems and/or storage media are located;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S126;There is an access control system;nan;nan;nan;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S126;There is an access control system;nan;nan;nan;V33;Lack of access control to the CED area;There is no targeted control (personal, electronic, physical)
S127;Are there any procedures for installing new hardware/software?;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S128;Classified documents are kept;T3;Flooding;Flooding of the rooms where the systems and/or storage media are located;V27;Inadequate flood protection;Lack of a specific anti-flooding system to safeguard the system and the data contained within it (e.g. watertight bulkheads)
S128;Classified documents are kept;T3;Flooding;Flooding of the rooms where the systems and/or storage media are located;V27;Inadequate flood protection;Lack of a specific anti-flooding system to safeguard the system and the data contained within it (e.g. watertight bulkheads)
S128;Classified documents are kept;T3;Flooding;Flooding of the rooms where the systems and/or storage media are located;V27;Inadequate flood protection;Lack of a specific anti-flooding system to safeguard the system and the data contained within it (e.g. watertight bulkheads)
S129;There are emergency procedures;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S129;There are emergency procedures;nan;nan;nan;V26;Inadequate fire protection;Lack of a specific fire protection system to safeguard the system and the data contained within it (e.g. fireproof safes and automatic shutdown system)
S129;There are emergency procedures;nan;nan;nan;V27;Inadequate flood protection;Lack of a specific anti-flooding system to safeguard the system and the data contained within it (e.g. watertight bulkheads)
S129;There are emergency procedures;nan;nan;nan;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S129;There are emergency procedures;nan;nan;nan;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S130;Authorized visitors can, in principle, access restricted areas;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S130;Authorized visitors can, in principle, access restricted areas;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S131;Authorized technicians may be given the equipment used for processing classified data;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S131;Authorized technicians may be given the equipment used for processing classified data;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S132;The doors of the reserved areas are closed in the absence of staff but the cabinets are left open;T15;Physical theft of media;Theft of storage media and devices containing data;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S133;A periodic check is carried out, with unpredictable timing, to verify the closure of all cabinets and safes containing classified material and of the access doors to restricted areas;nan;nan;nan;V13;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S134;The keys to the reserved areas are given to those who need them, without having to verify their authorization.;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S134;The keys to the reserved areas are given to those who need them, without having to verify their authorization.;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V33;Lack of access control to the CED area;There is no targeted control (personal, electronic, physical)
S135;The keys to the reserved areas can only be delivered to those who are authorised and after completing the appropriate register required by current legislation.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S135;The keys to the reserved areas can only be delivered to those who are authorised and after completing the appropriate register required by current legislation.;nan;nan;nan;V2;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S135;The keys to the reserved areas can only be delivered to those who are authorised and after completing the appropriate register required by current legislation.;nan;nan;nan;V34;System not protected from lightning;There are no lightning rods in the infrastructure
S136;The combinations of the safety cabinets are written on them in case you forget them.;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S137;The System Administrator's access password is inserted in a sealed envelope and signed by the Security Officer and is kept inside a security safe, appropriate to the classification level of the information contained in the system to which it refers, inside a reserved area. A second copy is kept in a similar safe inside another reserved area;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S138;If the envelope containing the System Administrator password is opened, the password remains the same and is only changed when decided by the person who used it.;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S139;All external accesses to the reserved areas are controlled by a video surveillance system with cables that are contained in special TEMPEST channels with anti-burglary measures. The images taken are recorded and stored for at least two years and treated in compliance with current legislation;T18;Interception and espionage;Interception of electromagnetic emissions generated by electrical cables or monitors. Those who carry out espionage often do not know when useful information may transit, so they must collect large amounts of data and then search for items of interest;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S140;The internal and external lighting of the reserved areas is turned off in the event of absence of personnel to promote energy saving;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S141;All accesses to the air conditioning system pipes are closed by a resistant anti-throw net and with an alarmed sensor against unauthorised opening and removal and are of such a size as to prevent the passage of humans or animals.;nan;nan;nan;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S142;Only personnel authorized to handle classified information may access the Restricted Areas where such information is handled and/or stored.;nan;nan;nan;V2;Improper physical entry controls to the Restricted Areas;Physical access (doors, gates) to the restricted areas is not controlled by security guards, electronic locks, or alarms
S142;Only personnel authorized to handle classified information may access the Restricted Areas where such information is handled and/or stored.;nan;nan;nan;V30;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V2;Data not encrypted in transit or at rest;In-transit and/or stored data is not protected using encryption techniques
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V3;Physical access to hardware devices;Hardware devices are accessible to unauthorized individuals, which can lead to data breaches or tampering
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V4;Inadequate physical security of CED area;Controlled Equipment Data (CED) area is not secured with appropriate measures such as armed guards, biometric access controls, and secure entry/exit protocols
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V5;Insufficient physical security of classified documents;Classified documents are not stored in secured areas with restricted access, leading to potential breaches
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V6;Inadequate secure data disposal methods;Data is not properly disposed of, posing a risk of unauthorized access or recovery
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V7;Insecure storage and handling of classified information;Information is stored and handled in insecure ways, making it vulnerable to theft or loss
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V8;Lack of security personnel training;Staff are not adequately trained in security procedures, increasing the risk of breaches
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V9;Inadequate monitoring and surveillance systems;There is no proper monitoring or surveillance system to detect unauthorized access or activities
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V10;Insufficient security policies and procedures;Security policies are either absent or not properly implemented, leading to gaps in protection
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V11;Inadequate access controls for CED area;Access controls are not stringent enough to prevent unauthorized personnel from entering the CED area
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V12;Lack of physical barriers and security equipment;Physical barriers and security equipment such as locks, alarms, and video surveillance are not in place or properly maintained
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V13;Inadequate backup and recovery procedures;Backup and recovery procedures for data and systems are either absent or insufficient, leading to potential data loss
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V14;Lack of regular security audits and assessments;Security measures and policies are not regularly reviewed or updated, leaving vulnerabilities unaddressed
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V15;Inadequate incident response plan;There is no defined plan for responding to security incidents, leading to delays in mitigating risks
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V16;Insufficient physical and logical separation of CED area;CED area is not separated from other areas both physically and logically, making it easier for unauthorized access
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V17;Inadequate secure development practices;Applications and systems are developed without proper security measures in place, leading to vulnerabilities
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V18;Lack of secure network segmentation;Networks are not properly segmented to prevent lateral movement by attackers
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V19;Inadequate security for remote access and teleworking;Remote access mechanisms and teleworking environments are not secure, increasing the risk of breaches
S143;The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information);nan;nan;nan;V20;Lack of secure data sharing practices;Data is shared insecurely, leading to potential breaches or unauthorized access
S144;Authorized personnel accessing the Reserved Areas are recorded in special registers;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S144;Authorized personnel accessing the Reserved Areas are recorded in special registers;nan;nan;nan;V2;Inadequate protection against physical access;Physical access is not controlled (locks, security systems), allowing unauthorized individuals to enter the reserved areas
S144;Authorized personnel accessing the Reserved Areas are recorded in special registers;nan;nan;nan;V3;Lack of physical access control over CED area;Control over visitors and staff is not rigorous, allowing unauthorized personnel to access sensitive areas
S144;Authorized personnel accessing the Reserved Areas are recorded in special registers;nan;nan;nan;V4;Inadequate video surveillance in Reserved Areas;Reserved areas are not monitored by closed-circuit television (CCTV), making it difficult to detect unauthorized access or identify individuals
S144;Authorized personnel accessing the Reserved Areas are recorded in special registers;nan;nan;nan;V5;Insufficient access control over data storage devices;Data storage devices are not protected, allowing unauthorized personnel to access sensitive information without detection
S144;Authorized personnel accessing the Reserved Areas are recorded in special registers;nan;nan;nan;V6;Inadequate protection against tailgating;Physical barriers and security measures do not prevent tailgating or following of authorized individuals into restricted areas
S144;Authorized personnel accessing the Reserved Areas are recorded in special registers;nan;nan;nan;V7;Lack of proper badge system;The use of badges is not mandatory, making it easier for unauthorized personnel to gain access to restricted areas
S144;Authorized personnel accessing the Reserved Areas are recorded in special registers;nan;nan;nan;V8;Inadequate physical security measures in the Reserved Areas;Reserved areas do not have sufficient physical security measures (locks, alarms) to prevent unauthorized access
S145;Authorized personnel who are granted access to classified information are recorded in special registers and are prohibited from taking such information outside the Restricted Areas.;nan;nan;nan;V2;Physical access control not adequate to the security level of information processed;Inadequate physical protection and controls are in place for accessing areas containing classified information
S146;Authorized personnel are periodically screened to ensure they still need to access classified information.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S146;Authorized personnel are periodically screened to ensure they still need to access classified information.;nan;nan;nan;V2;Network access not properly authenticated;Access to the network is not adequately protected by security procedures (use of weak or non-existent authentication methods, lack of two-factor authentication).
S146;Authorized personnel are periodically screened to ensure they still need to access classified information.;nan;nan;nan;V3;Data transmission not encrypted;The data transfer protocol does not provide encryption and can be intercepted (e.g. plain text protocols).
S147;All authorised personnel are periodically trained in safety and a high level of attention is paid to safety issues.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S147;All authorised personnel are periodically trained in safety and a high level of attention is paid to safety issues.;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S148;Inside the Reserved Areas there are no devices for reproducing paper documents and the prints produced by the PC used for the maximum level CONFIDENTIAL information are controlled;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S149;It is forbidden to introduce electronic devices such as memory media into the Reserved Areas unless previously authorised and registered, while the introduction of other devices such as voice recorders, cameras, video cameras, smartphones, tablets and PCs is always forbidden.;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S150;The company headquarters is adjacent to other industrial plants, separated from them by fences and with the walls of the building surrounded by parking areas for employees' cars on all sides, with a closed entrance gate (it is opened only during office hours for the time strictly necessary for the entry/exit of vehicles and personnel on foot) and a video surveillance system.;nan;nan;nan;V36;No control over system clock;It is not possible to prevent access to the system clock through the use of unauthorized procedures.
S151;The plant is manned during opening hours, with surveillance and control service entrusted to the company's internal staff. During the company's hours and days of closure, surveillance is ensured by an external Surveillance Company with which the company is connected by a direct tele-radio system, which comes into operation when the alarm system detects a possible intrusion. The system is equipped with a device with a telephone dialer connected to the control panel of the aforementioned Surveillance Company, to the Security Officer and to the Law Enforcement, and makes a series of cascade calls;T20;Service interruption;Techniques used to stress the response capabilities of a system in order to inhibit the correct functioning of its services to users;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S151;The plant is manned during opening hours, with surveillance and control service entrusted to the company's internal staff. During the company's hours and days of closure, surveillance is ensured by an external Surveillance Company with which the company is connected by a direct tele-radio system, which comes into operation when the alarm system detects a possible intrusion. The system is equipped with a device with a telephone dialer connected to the control panel of the aforementioned Surveillance Company, to the Security Officer and to the Law Enforcement, and makes a series of cascade calls;T20;Service interruption;Techniques used to stress the response capabilities of a system in order to inhibit the correct functioning of its services to users;V29;System not protected from power failures;The system is exposed to the risk of being affected by power outages and brownouts, as there are no alternative power supply systems (e.g. UPS) installed
S152;At the end of an event that requires the implementation of emergency procedures, the Security Officer will carry out an inspection and draw up an inventory of all the material and documentation, stored in the Restricted Areas, to ensure that nothing has been lost and/or compromised.;T12;Accidental damage to media;Unintended damage to storage media that can lead to data loss;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S152;At the end of an event that requires the implementation of emergency procedures, the Security Officer will carry out an inspection and draw up an inventory of all the material and documentation, stored in the Restricted Areas, to ensure that nothing has been lost and/or compromised.;T12;Accidental damage to media;Unintended damage to storage media that can lead to data loss;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S153;At the end of an event that requires the implementation of emergency procedures, the Security Officer orders the immediate resumption of activities, without verifying the consistency of the classified material;nan;nan;nan;V15;Emergency procedures not fully tested;The emergency procedures, even though implemented, have never been tested to verify their consistency and reliability.
S154;The company headquarters is adjacent to other industrial plants, separated from them by fences, which in some places are interrupted due to landslides, and with the walls of the building surrounded by parking areas for employees' cars on all sides, with an entrance gate that is normally open and not controlled during working hours.;T9;Searching through the garbage;Search through the trash for useful information on paper, disks, etc., in order to gain access to a system or steal information;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V2;Communication channels not protected from physical access;Communication lines are directly accessible and not physically secured (e.g. optical fiber connections with no physical protection)
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V3;Information systems not protected from unauthorized access;Intrusion detection devices are absent or non-functional, and the security measures are not implemented in a continuous manner
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V4;Lack of secure data storage;Data stored on-site is not protected from unauthorized access, loss, or damage (e.g., lack of encryption, proper labeling, and restricted access)
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V5;Inadequate password management;Passwords are easily guessable, reused across multiple systems, or not changed regularly
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V6;Insufficient user access controls;Access to systems and data is granted without proper authorization, leading to unauthorized access
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V7;Lack of secure software updates;Software patches and updates are not applied in a timely manner, leaving systems vulnerable to known exploits
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V8;Inadequate data encryption;Data is transmitted or stored without proper encryption, making it susceptible to interception and unauthorized access
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V9;Insufficient backup procedures;Backup data is not regularly updated, tested for integrity, or stored securely
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V10;Lack of secure network segmentation;Sensitive systems are exposed to the public network without proper security measures (e.g., firewalls)
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V11;Inadequate security training for personnel;Employees do not receive regular and comprehensive security awareness training, leading to poor security practices
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V12;Lack of incident response plan;There is no documented and regularly tested plan for responding to security incidents
S155;It is the responsibility of the Security Officer (and those designated) to ensure that all security procedures are applied, which are described for this purpose in the 'Internal Security Regulations' of each location, where the security measures adopted are indicated in detail.;nan;nan;nan;V13;Insufficient monitoring and logging;System logs are not properly configured or monitored, making it difficult to detect unauthorized activities
