Scenario ID;User;Assistant - Extended;Assistant - Short;Assistant - Details;Assistant - Risk ID;Assistant - Risk description;Assistant - Vulnerability ID;Assistant - Vulnerability description;Assistant - Risk occurrence type
S100;Emergency procedures exist but they are known only to managers;The described scenario presents at least one security threat.;Yes;Staff do not have access to emergency procedures;M3;Flooding;V12;Untested emergency procedures;Real
S100;Emergency procedures exist but they are known only to managers;The described scenario presents at least one security threat.;Yes;Staff do not have access to emergency procedures;M8;Lightning strike;V12;Untested emergency procedures;Real
S100;Emergency procedures exist but they are known only to managers;The described scenario presents at least one security threat.;Yes;Staff do not have access to emergency procedures;M13;Destruction of the CED area;V12;Untested emergency procedures;Real
S100;Emergency procedures exist but they are known only to managers;The described scenario presents at least one security threat.;Yes;Staff do not have access to emergency procedures;M16;Fire;V12;Untested emergency procedures;Real
S100;Emergency procedures exist but they are known only to managers;The described scenario presents at least one security threat.;Yes;Staff do not have access to emergency procedures;M25;Sabotage;V13;Lack of emergency procedures;Real
S101;There is an emergency procedures manual that is provided to all personnel and summary tables of emergency procedures have been placed (including emergency telephone numbers and those of management staff to contact);The described scenario presents no known security threats.;No;;;;;;
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M1;Queuing access;V8;Inadequate logical access control;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M5;Trojan Horse Attack;V9;Non-existent logical access procedures;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M5;Trojan Horse Attack;V8;Inadequate logical access control;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M6;Computer virus attack;V9;Non-existent logical access procedures;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M6;Computer virus attack;V8;Inadequate logical access control;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M7;Logic bombs;V9;Non-existent logical access procedures;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M7;Logic bombs;V8;Inadequate logical access control;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M21;Masking;V8;Inadequate logical access control;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M27;Violation of login procedures;V8;Inadequate logical access control;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M28;Network worm;V9;Non-existent logical access procedures;Real
S102;"Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""";The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M28;Network worm;V8;Inadequate logical access control;Real
S103;Users must use passwords of at least 12 characters to access the system, which must contain at least one number, one special character and one capital letter. Furthermore, it is not possible to enter more than two consecutive identical numbers or letters and it is not possible to enter empty passwords or passwords vulnerable to dictionary-based attacks;The described scenario presents no known security threats.;No;;;;;;
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M1;Queuing access;V8;Inadequate logical access control;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M5;Trojan Horse Attack;V9;Non-existent logical access procedures;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M5;Trojan Horse Attack;V8;Inadequate logical access control;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M6;Computer virus attack;V9;Non-existent logical access procedures;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M6;Computer virus attack;V8;Inadequate logical access control;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M7;Logic bombs;V9;Non-existent logical access procedures;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M7;Logic bombs;V8;Inadequate logical access control;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M21;Masking;V8;Inadequate logical access control;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M27;Violation of login procedures;V8;Inadequate logical access control;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M28;Network worm;V9;Non-existent logical access procedures;Real
S104;To access the system, users can continue to enter their password until they are granted access.;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M28;Network worm;V8;Inadequate logical access control;Real
S105;If a user enters the wrong credentials more than three times, the related account will be blocked and the System Administrator will have to be asked to unblock it.;The described scenario presents no known security threats.;No;;;;;;
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M1;Queuing access;V8;Inadequate logical access control;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M5;Trojan Horse Attack;V9;Non-existent logical access procedures;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M5;Trojan Horse Attack;V8;Inadequate logical access control;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M6;Computer virus attack;V9;Non-existent logical access procedures;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M6;Computer virus attack;V8;Inadequate logical access control;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M7;Logic bombs;V9;Non-existent logical access procedures;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M7;Logic bombs;V8;Inadequate logical access control;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M21;Masking;V8;Inadequate logical access control;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M27;Violation of login procedures;V8;Inadequate logical access control;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M28;Network worm;V9;Non-existent logical access procedures;Real
S106;The user can continue to use the password provided to him for the first access to the system;The described scenario presents at least one security threat.;Yes;The logical access control system is not adequate;M28;Network worm;V8;Inadequate logical access control;Real
S107;The system forces the user to change the password received from the System Administrator at the first login;The described scenario presents no known security threats.;No;;;;;;
S108;Only authorized users can open the cabinets containing classified documents and no tracking is required.;The described scenario presents at least one security threat.;Yes;Documentation can easily be stolen unseen;M26;Unnoticed data theft;V25;Insufficient information surveillance;Real
S109;Only authorized users can open the cabinets containing classified documents and it is mandatory to report, on the appropriate sheet on the outside of the cabinet, who opened it, on what date and at what time with a signature. The same registration occurs for the closing of the cabinet;The described scenario presents no known security threats.;No;;;;;;
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M4;Asynchronous attack;V3;Uncontrolled changes to the application software;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M4;Asynchronous attack;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M4;Asynchronous attack;V23;Unauthorized software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M5;Trojan Horse Attack;V3;Uncontrolled changes to the application software;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M5;Trojan Horse Attack;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M5;Trojan Horse Attack;V14;Inadequate supervision;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M5;Trojan Horse Attack;V23;Unauthorized software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M6;Computer virus attack;V3;Uncontrolled changes to the application software;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M6;Computer virus attack;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M6;Computer virus attack;V14;Inadequate supervision;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M6;Computer virus attack;V23;Unauthorized software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M7;Logic bombs;V3;Uncontrolled changes to the application software;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M7;Logic bombs;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M7;Logic bombs;V14;Inadequate supervision;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M7;Logic bombs;V23;Unauthorized software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M10;Covert storage channel;V3;Uncontrolled changes to the application software;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M10;Covert storage channel;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M10;Covert storage channel;V23;Unauthorized software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M11;Covert timing channel;V3;Uncontrolled changes to the application software;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M11;Covert timing channel;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;The system can be (negligently, maliciously or accidentally) infected by malware by technicians;M11;Covert timing channel;V23;Unauthorized software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Storage media can be damaged by technicians;M12;Accidental damage to media;V18;Improper manipulation of mass storage devices;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Storage media can be damaged by technicians;M14;Accidental error;V14;Inadequate supervision;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technical personnel can manipulate data contained in mass storage devices;M17;Entering false information;V14;Inadequate supervision;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians may install unintended applications;M20;Service interruption;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians may install unintended applications;M20;Service interruption;V14;Inadequate supervision;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians may install unintended applications;M20;Service interruption;V23;Unauthorized software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can bypass login procedures;M21;Masking;V14;Inadequate supervision;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians may install unintended applications;M22;Hidden access doors;V2;Uncontrolled changes to the operating system;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians may install unintended applications;M22;Hidden access doors;V3;Uncontrolled changes to the application software;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians may install unintended applications;M22;Hidden access doors;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can bypass login procedures;M23;Unconditional access procedure;V2;Uncontrolled changes to the operating system;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can bypass login procedures;M23;Unconditional access procedure;V3;Uncontrolled changes to the application software;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can bypass login procedures;M23;Unconditional access procedure;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians may install unintended applications;M25;Sabotage;V14;Inadequate supervision;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can steal data;M26;Unnoticed data theft;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can steal data;M26;Unnoticed data theft;V14;Inadequate supervision;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can steal data;M26;Unnoticed data theft;V23;Unauthorized software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can steal data;M26;Unnoticed data theft;V25;Insufficient information surveillance;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can bypass login procedures;M27;Violation of login procedures;V2;Uncontrolled changes to the operating system;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can bypass login procedures;M27;Violation of login procedures;V3;Uncontrolled changes to the application software;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can bypass login procedures;M27;Violation of login procedures;V7;Untested software applications;Real
S110;Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted.;The described scenario presents at least one security threat.;Yes;Technicians can bypass login procedures;M27;Violation of login procedures;V23;Unauthorized software applications;Real
S111;Before handing over a computer or server to the equipment maintenance technicians, all the mass storage devices installed in them are removed and stored in the appropriate security containers based on the maximum classification level of the data saved on them.;The described scenario presents no known security threats.;No;;;;;;
S112;The printers dedicated to printing classified documents are positioned in the corridors to reduce the generation of dust inside the data processing center and the offices containing the IT equipment. These corridors are located outside the restricted areas;The described scenario presents at least one security threat.;Yes;Documents can be easily stolen;M26;Unnoticed data theft;v14;Inadequate supervision;Real
S112;The printers dedicated to printing classified documents are positioned in the corridors to reduce the generation of dust inside the data processing center and the offices containing the IT equipment. These corridors are located outside the restricted areas;The described scenario presents at least one security threat.;Yes;Documents can be easily stolen;M26;Unnoticed data theft;v25;Insufficient information surveillance;Real
S113;In the corridors of the reserved area, printers dedicated to printing classified documents have been installed, in order to reduce the generation of dust inside the data processing center and the offices containing the IT equipment.;The described scenario presents no known security threats.;No;;;;;;
S114;Classified documents are produced without specifying the classification level of the information they contain for security reasons.;The described scenario presents at least one security threat.;Yes;It is very easy to mislead classified data by confusing it with unclassified data.;M26;Unnoticed data theft;V25;Insufficient information surveillance;Real
S115;All classified documents are labeled with the classification level of the data they contain.;The described scenario presents no known security threats.;No;;;;;;
S116;There are several locations where classified data is processed but only the main one has been approved;The described scenario presents at least one security threat.;Yes;Classified data in non-approved locations can be easily stolen;M26;Unnoticed data theft;v14;Inadequate supervision;Real
S116;There are several locations where classified data is processed but only the main one has been approved;The described scenario presents at least one security threat.;Yes;Classified data in non-approved locations can be easily stolen;M26;Unnoticed data theft;v25;Insufficient information surveillance;Real
S117;All locations where the processing of classified data is carried out have been approved in accordance with the maximum classification level of the data itself.;The described scenario presents no known security threats.;No;;;;;;
S118;There are several locations where classified data is processed but only the main one has a security organization;The described scenario presents at least one security threat.;Yes;In case of emergency there is no reference figure at the headquarters to contact;M3;Flooding;V12;Untested emergency procedures;Real
S118;There are several locations where classified data is processed but only the main one has a security organization;The described scenario presents at least one security threat.;Yes;In case of emergency there is no reference figure at the headquarters to contact;M8;Lightning strike;V12;Untested emergency procedures;Real
S118;There are several locations where classified data is processed but only the main one has a security organization;The described scenario presents at least one security threat.;Yes;In case of emergency there is no reference figure at the headquarters to contact;M12;Accidental damage to media;V18;Improper manipulation of mass storage devices;Real
S118;There are several locations where classified data is processed but only the main one has a security organization;The described scenario presents at least one security threat.;Yes;In case of emergency there is no reference figure at the headquarters to contact;M13;Destruction of the CED area;V12;Untested emergency procedures;Real
S118;There are several locations where classified data is processed but only the main one has a security organization;The described scenario presents at least one security threat.;Yes;In case of emergency there is no reference figure at the headquarters to contact;M16;Fire;V12;Untested emergency procedures;Real
S118;There are several locations where classified data is processed but only the main one has a security organization;The described scenario presents at least one security threat.;Yes;In case of emergency there is no reference figure at the headquarters to contact;M25;Sabotage;V13;Lack of emergency procedures;Real
S119;All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.;The described scenario presents no known security threats.;No;;;;;;
S120;In case of emergency, the staff immediately abandons their positions and leaves the documents where they are to get to safety as soon as possible.;The described scenario presents at least one security threat.;Yes;Emergency procedures are not correct;M3;Flooding;V12;Untested emergency procedures;Real
S120;In case of emergency, the staff immediately abandons their positions and leaves the documents where they are to get to safety as soon as possible.;The described scenario presents at least one security threat.;Yes;Emergency procedures are not correct;M8;Lightning strike;V12;Untested emergency procedures;Real
S120;In case of emergency, the staff immediately abandons their positions and leaves the documents where they are to get to safety as soon as possible.;The described scenario presents at least one security threat.;Yes;Emergency procedures are not correct;M13;Destruction of the CED area;V12;Untested emergency procedures;Real
S120;In case of emergency, the staff immediately abandons their positions and leaves the documents where they are to get to safety as soon as possible.;The described scenario presents at least one security threat.;Yes;Emergency procedures are not correct;M16;Fire;V12;Untested emergency procedures;Real
S120;In case of emergency, the staff immediately abandons their positions and leaves the documents where they are to get to safety as soon as possible.;The described scenario presents at least one security threat.;Yes;Emergency procedures are not correct;M25;Sabotage;V13;Lack of emergency procedures;Real
S121;In case of emergency, within the limits of personal safety, users must block access to the PC and must lock the documents in their respective cabinets or security containers or take out as many as possible, monitoring them and delivering them to the Security Manager who will carry out the reporting and move them to another suitable location of the company or deliver them to the nearest Carabinieri Station.;The described scenario presents no known security threats.;No;;;;;;
S122;The headquarters is protected by a video surveillance system;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the video surveillance system is adequate;M15;Physical theft of media;V32;Inadequate access control to the CED area;Potential
S122;The headquarters is protected by a video surveillance system;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the video surveillance system is adequate;M25;Sabotage;V32;Inadequate access control to the CED area;Potential
S122;The headquarters is protected by a video surveillance system;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the video surveillance system is adequate;M25;Sabotage;V33;Lack of access control to the CED area;Potential
S123;There are armed guards present;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand what their mission is;M15;Physical theft of media;V32;Inadequate access control to the CED area;Potential
S123;There are armed guards present;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand what their mission is;M25;Sabotage;V32;Inadequate access control to the CED area;Potential
S123;There are armed guards present;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand what their mission is;M25;Sabotage;V33;Lack of access control to the CED area;Potential
S124;The external perimeter is protected by a net;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand if the technical characteristics are adequate;M15;Physical theft of media;V32;Inadequate access control to the CED area;Potential
S124;The external perimeter is protected by a net;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand if the technical characteristics are adequate;M25;Sabotage;V32;Inadequate access control to the CED area;Potential
S124;The external perimeter is protected by a net;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand if the technical characteristics are adequate;M25;Sabotage;V33;Lack of access control to the CED area;Potential
S125;There is a fire prevention system;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the fire prevention system is adequate;M16;Fire;V26;Inadequate fire protection;Potential
S125;There is a fire prevention system;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the fire prevention system is adequate;M16;Fire;V28;Inadequate high temperature protection;Potential
S126;There is an access control system;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the access control system is adequate;M15;Physical theft of media;V32;Inadequate access control to the CED area;Potential
S126;There is an access control system;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the access control system is adequate;M25;Sabotage;V32;Inadequate access control to the CED area;Potential
S126;There is an access control system;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the access control system is adequate;M25;Sabotage;V33;Lack of access control to the CED area;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M1;Queuing access;V19;Changing system hardware configuration;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M1;Queuing access;V22;Changing system software configuration;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M4;Asynchronous attack;V3;Uncontrolled changes to the application software;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M4;Asynchronous attack;V7;Untested software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M4;Asynchronous attack;V23;Unauthorized software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M5;Trojan Horse Attack;V3;Uncontrolled changes to the application software;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M5;Trojan Horse Attack;V7;Untested software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M5;Trojan Horse Attack;V23;Unauthorized software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M6;Computer virus attack;V3;Uncontrolled changes to the application software;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M6;Computer virus attack;V7;Untested software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M6;Computer virus attack;V23;Unauthorized software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M7;Logic bombs;V3;Uncontrolled changes to the application software;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M7;Logic bombs;V7;Untested software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M7;Logic bombs;V23;Unauthorized software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M10;Covert storage channel;V3;Uncontrolled changes to the application software;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M10;Covert storage channel;V7;Untested software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M10;Covert storage channel;V23;Unauthorized software applications;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M11;Covert timing channel;V3;Uncontrolled changes to the application software;Potential
S127;Are there any procedures for installing new hardware/software?;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to understand whether the procedures are adequate;M11;Covert timing channel;V7;Untested software applications;Potential
